PRC_BU,PO_HEADER_ID,PRC_BU_ID,REQ_BU,REQ_BU_ID,SOLDTO_LE,PO_LINE_ID,SOLDTO_LE_ID,BILLTO_BU,BILLTO_BU_ID,SEGMENT1,DOCUMENT_STATUS,BUYER,CREATION_DATE,AGENT_ID,TYPE_LOOKUP_CODE,LAST_UPDATED_BY,SHIP_TO_LOCATION_ID,BILL_TO_LOCATION_ID,CURRENCY_CODE,REVISION_NUM,REVISED_DATE,APPROVED_FLAG,APPROVED_DATE,ATTRIBUTE_CATEGORY,ATTRIBUTE1,ATTRIBUTE2,ATTRIBUTE3,ATTRIBUTE4,ATTRIBUTE5,VENDOR_CONTACT_ID,SUPPLIER_NOTIF_METHOD,EMAIL_ADDRESS,SUPP_NAME,VENDOR_SITE,PAYMENT_TERM,LINE_TYPE_ID,LINE_STATUS,LINE_NUM,CATEGORY_NM,ITEM_ID,ITEM_DESCRIPTION,UOM_CODE,QUANTITY,UNIT_PRICE,VENDOR_ID,VENDOR_SITE_ID,REQUISITION_HEADER_ID,REQUISITION_LINE_ID,ATTRIBUTE_CATEGORY_L,ATTRIBUTE1_L,ATTRIBUTE2_L,ATTRIBUTE3_L,TAX_CODE,TAX_AMOUNT,ACC_SEGMENT1,ACC_SEGMENT2,ACC_SEGMENT3,ACC_SEGMENT4,ACC_SEGMENT5,ACC_SEGMENT6,COUNT_AP_INVOICE,PO_HEADER_ID,PO_LINE_ID,DESTINATION_TYPE,DELIVER_TO_LOC,PRODUCT_TYPE,ASSESSABLE_VALUE,DELIVER_TO_LOC_LINFOX
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906428,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906431,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000092,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 104815",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,2400,200,300000000943255,300000001045007,3018,7032,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906428,300000001906431,INVENTORY,LFX-AMB,GOODS,480000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906541,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906546,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000102,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105403",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,2400,200,300000000943255,300000001045007,3039,7082,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906541,300000001906546,INVENTORY,LFX-AMB,GOODS,480000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906568,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906571,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000107,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105403",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001622008,"PEPSI PET 550ML",PCS,49,150,300000000943255,300000001045007,3038,7080,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906568,300000001906571,INVENTORY,LFX-FZN,GOODS,7350,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906672,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906675,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000113,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105817",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,3600,200,300000000943255,300000001045007,5024,6054,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906672,300000001906675,INVENTORY,LFX-AMB,GOODS,720000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906805,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906806,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000121,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171202 120348",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001622008,"PEPSI PET 550ML",PCS,300,150,300000000943255,300000001045007,5025,6058,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906805,300000001906806,INVENTORY,LFX-FZN,GOODS,45000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906805,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906809,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000121,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171202 120348",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,2,RM,300000001630252,"BROWN BUN",PCS,300,200,300000000943255,300000001045007,5025,6057,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906805,300000001906809,INVENTORY,LFX-FZN,GOODS,60000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910148,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910154,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000132,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171203 055725",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,10,200,300000000943255,300000001045007,3080,7164,,,,,,0,11,00000,117101,000000,00,0000,0,300000001910148,300000001910154,INVENTORY,LFX-FZN,GOODS,2000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906704,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906708,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000119,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105817",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001622008,"PEPSI PET 550ML",PCS,100,150,300000000943255,300000001045007,5014,6032,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906704,300000001906708,INVENTORY,LFX-AMB,GOODS,15000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906704,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906715,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000119,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105817",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,2,RM,300000001630252,"BROWN BUN",PCS,100,200,300000000943255,300000001045007,5014,6031,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906704,300000001906715,INVENTORY,LFX-AMB,GOODS,20000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910135,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001910150,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000131,"PENDING APPROVAL",FUSION_APPS_PRC_SOA_APPID,"20171203 055725",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,10,200,300000000943255,300000001045007,3089,7182,,,,,,0,11,00000,117101,000000,00,0000,0,300000001910135,300000001910150,INVENTORY,LFX-FZN,GOODS,2000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906368,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906374,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000089,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 104407",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001870760,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001622008,"PEPSI PET 550ML",PCS,49,150,300000000943255,300000001045007,3013,7022,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906368,300000001906374,INVENTORY,LFX-FZN,GOODS,7350,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906423,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906424,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000090,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 104815",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001630252,"BROWN BUN",PCS,3600,200,300000000943255,300000001045007,3024,7048,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906423,300000001906424,INVENTORY,LFX-AMB,GOODS,720000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906444,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906445,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000095,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 104816",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001622008,"PEPSI PET 550ML",PCS,100,150,300000000943255,300000001045007,3019,7036,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906444,300000001906445,INVENTORY,LFX-AMB,GOODS,15000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906444,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906452,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000095,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 104816",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,2,RM,300000001630252,"BROWN BUN",PCS,100,200,300000000943255,300000001045007,3019,7035,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906444,300000001906452,INVENTORY,LFX-AMB,GOODS,20000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906542,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906547,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000103,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105403",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001622008,"PEPSI PET 550ML",PCS,100,150,300000000943255,300000001045007,3035,7074,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906542,300000001906547,INVENTORY,LFX-AMB,GOODS,15000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906542,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906559,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000103,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105403",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,2,RM,300000001630252,"BROWN BUN",PCS,100,200,300000000943255,300000001045007,3035,7073,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906542,300000001906559,INVENTORY,LFX-AMB,GOODS,20000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906566,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001906569,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,317000106,INCOMPLETE,FUSION_APPS_PRC_SOA_APPID,"20171202 105403",300000001043097,STANDARD,FUSION_APPS_PRC_SOA_APPID,300000001907058,300000000949617,THB,,,,,,,,,,,300000001045059,EMAIL,wwp@iceconsulting.co.th,"ICE Consulting",ABC,"30 Days",1,,1,RM,300000001622008,"PEPSI PET 550ML",PCS,300,150,300000000943255,300000001045007,3031,7062,,,,,,0,11,00000,117101,000000,00,0000,0,300000001906566,300000001906569,INVENTORY,LFX-AMB,GOODS,45000,66003
